text,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
mm.lizard-kingqueen,Lizard King/Queen,4,Medium,Humanoid,Lizardfolk,Lizardfolk,chaotic evil,"coast, dungeon, forest, grassland, swamp",15,75,1,,,,"Monster Manual: 205, Princes of the Apocalypse Online Supplement v1.0: 24"
mm.lizardfolk,Lizardfolk,0.25,Medium,Humanoid,Lizardfolk,Lizardfolk,neutral,"coast, dungeon, forest, grassland, swamp",15,22,0,,,,"Basic Rules v1: 35, HotDQ supplement: 13, Monster Manual: 204"
mm.lizardfolk-shaman,Lizardfolk Shaman,2,Medium,Humanoid,Lizardfolk,Lizardfolk,neutral,"coast, dungeon, forest, grassland, swamp",13,27,0,,,,"Monster Manual: 205, Princes of the Apocalypse Online Supplement v1.0: 24"
strahd.madam-eva,Madam Eva,10,Medium,Humanoid,Human,,chaotic neutral,,10,88,0,,,,Curse of Strahd: 233
sking.maegera-the-dawn-titan,Maegera the Dawn Titan,23,Gargantuan,Elemental,,,chaotic neutral,,16,341,6,,legendary,unique,Storm King's Thunder: 241
mm.mage,Mage,6,Medium,Humanoid,any,NPCs,any,urban,12,40,2,,,,"Basic Rules v1: 55, HotDQ supplement: 13, Monster Manual: 347"
mm.magma-mephit,Magma Mephit,0.25,Small,Elemental,,Mephits,neutral evil,"cave, dungeon, mountain, planar, urban",11,22,1,,,,"Monster Manual: 216, Princes of the Apocalypse Online Supplement v1.0: 25"
mm.magmin,Magmin,0.25,Small,Elemental,,,chaotic neutral,"dungeon, planar, ruins, urban",14,9,2,,,,"Monster Manual: 212, Princes of the Apocalypse Online Supplement v1.0: 25"
abyss.male-steeder,Male Steeder,0.5,Medium,Beast,,,unaligned,,12,13,1,,,,Out of the Abyss: 231
mtof.male-steeder,Male Steeder,0.5,Medium,Monstrosity,,Steeder,unaligned,"cave, underground",12,13,1,,,,Mordenkainen's Tome of Foes: 238
tftyp.malformed-kraken,Malformed Kraken,10,Huge,Monstrosity,,,chaotic evil,,17,172,0,,,unique,Tales from the Yawning Portal: 239
mm.mammoth,Mammoth,6,Huge,Beast,,Misc Creatures,unaligned,arctic,13,126,-1,,,,"Basic Rules v1: 35, Monster Manual: 332"
mm.manes,Manes,0.125,Small,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",9,9,-1,,,,Monster Manual: 60
mm.manticore,Manticore,3,Large,Monstrosity,,,lawful evil,"arctic, cave, coast, grassland, mountain, ruins",14,68,3,,,,"Basic Rules v1: 35, Monster Manual: 213"
toa.mantrap,Mantrap,1,Large,Plant,,,unaligned,,12,45,2,,,,Tomb of Annihilation: 227
mm.marid,Marid,11,Large,Elemental,,Genies,chaotic neutral,"aquatic, coast, dungeon, planar, swamp",17,229,1,,,,Monster Manual: 146
mm.marilith,Marilith,16,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",18,189,5,,,,Monster Manual: 61
apoc.marlos-urnrayle,Marlos Urnrayle,8,Medium,Monstrosity,,Black Earth Cultists,neutral evil,,15,136,0,,,unique,Princes of the Apocalypse: 199
apoc.marlos-urnrayle-in-lair,Marlos Urnrayle (in lair),12,Medium,Monstrosity,,Black Earth Cultists,neutral evil,,15,136,0,,,unique,Princes of the Apocalypse: 199
volo.martial-arts-adept,Martial Arts Adept,3,Medium,Humanoid,Any Race,NPCs,any,urban,16,60,3,,,,"Volo's Guide to Monsters: 216, Tales from the Yawning Portal: 240"
mtof.marut,Marut,25,Large,Construct,,,lawful neutral,planar,22,432,1,,,,Mordenkainen's Tome of Foes: 213
volo.master-thief,Master Thief,5,Medium,Humanoid,Any Race,NPCs,any,urban,16,84,4,,,,Volo's Guide to Monsters: 216
mm.mastiff,Mastiff,0.125,Medium,Beast,,Misc Creatures,unaligned,urban,12,5,2,,,,"Basic Rules v1: 35, Monster Manual: 332, Player's Handbook: 307"
mtof.maurezhi,Maurezhi,7,Medium,Fiend,Demon,Demons,chaotic evil,planar,15,88,3,,,,Mordenkainen's Tome of Foes: 133
volo.maw-demon,Maw Demon,1,Medium,Fiend,Demon,Demons,chaotic evil,underground,13,33,-1,,,,Volo's Guide to Monsters: 137
mtof.meazel,Meazel,1,Medium,Humanoid,Meazel,,neutral evil,"planar, underground",13,35,3,,,,Mordenkainen's Tome of Foes: 214
mm.medusa,Medusa,6,Medium,Monstrosity,,,lawful evil,"cave, dungeon, mountain, ruins, urban",15,127,2,,,,"Basic Rules v1: 36, Monster Manual: 214"
volo.meenlock,Meenlock,2,Small,Fey,,,neutral evil,"forest, swamp, urban",15,31,2,,,,Volo's Guide to Monsters: 170
mm.merfolk,Merfolk,1/8,Medium,Humanoid,Merfolk,,neutral,aquatic,11,11,1,,,,"Basic Rules v1: 35, Monster Manual: 218"
mtof.merregon,Merregon,4,Medium,Fiend,Devil,Devils,lawful evil,planar,16,45,2,,,,Mordenkainen's Tome of Foes: 166
mtof.merrenoloth,Merrenoloth,3,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,planar,13,40,3,lair,,,Mordenkainen's Tome of Foes: 250
mm.merrow,Merrow,2,Large,Monstrosity,,,chaotic evil,aquatic,13,45,0,,,,"Monster Manual: 219, Princes of the Apocalypse Online Supplement v1.0: 25"
mm.mezzoloth,Mezzoloth,5,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,"dungeon, planar",8,75,0,,,,"Monster Manual: 313, Princes of the Apocalypse Online Supplement v1.0: 26"
mm.mimic,Mimic,2,Medium,Monstrosity,Shapechanger,,neutral,dungeon,12,58,1,,,,Monster Manual: 220
mm.mind-flayer,Mind Flayer,7,Medium,Aberration,,Mind Flayer,lawful evil,"dungeon, underground, urban",15,71,1,,,,Monster Manual: 222
mm.mind-flayer-arcanist,Mind Flayer Arcanist,8,Medium,Aberration,,Mind Flayer,lawful evil,"dungeon, underground, urban",15,71,1,,,,Monster Manual: 222
volo.mind-flayer-lich-illithilich,Mind Flayer Lich (Illithilich),22,Medium,Undead,,Mind Flayers,any evil,underground,17,135,3,,,,Volo's Guide to Monsters: 172
volo.mindwitness,Mindwitness,5,Large,Aberration,,Mind Flayers,lawful evil,underground,15,75,2,,,,Volo's Guide to Monsters: 176
mm.minotaur,Minotaur,3,Large,Monstrosity,,,chaotic evil,"cave, dungeon, ruins, underground",14,76,0,,,,"Basic Rules v1: 35, Monster Manual: 223"
mm.minotaur-skeleton,Minotaur Skeleton,2,Large,Undead,,Skeletons,lawful evil,"dungeon, underground, urban",12,67,0,,,,Monster Manual: 273
apoc.miraj-vizann,Miraj Vizann,6,Medium,Humanoid,Earth genasi,Black Earth Cultists,neutral evil,,10,82,0,,,unique,Princes of the Apocalypse: 198
mtof.moloch,Moloch,21,Large,Fiend,Devil,Archdevils,lawful evil,planar,19,253,4,,legendary,unique,Mordenkainen's Tome of Foes: 177
mtof.molydeus,Molydeus,21,Huge,Fiend,Demon,Demons,chaotic evil,planar,19,216,6,,legendary,,Mordenkainen's Tome of Foes: 134
strahd.mongrelfolk,Mongrelfolk,0.5,Medium,Humanoid,Mongrelfolk,,any,,11,26,-1,,,,Curse of Strahd: 234
mm.monodrone,Monodrone,0.125,Medium,Construct,,Modrons,lawful neutral,planar,15,5,1,,,,Monster Manual: 224
volo.morkoth,Morkoth,11,Medium,Aberration,,,chaotic evil,"coast, aquatic",17,130,2,,,,Volo's Guide to Monsters: 177
volo.mouth-of-grolantor,Mouth of Grolantor,6,Huge,Giant,Hill Giant,Giants,chaotic evil,grassland,14,105,0,,,,Volo's Guide to Monsters: 149
mm.mud-mephit,Mud Mephit,0.5,Small,Elemental,,Mephits,neutral evil,"coast, dungeon, forest, planar, swamp, urban",11,27,1,,,,"Monster Manual: 216, Princes of the Apocalypse Online Supplement v1.0: 26"
mm.mule,Mule,0.125,Medium,Beast,,Misc Creatures,unaligned,urban,10,11,0,,,,"Basic Rules v1: 37, Monster Manual: 333, Player's Handbook: 307"
mm.mummy,Mummy,3,Medium,Undead,,Mummies,lawful evil,"desert, dungeon",11,58,-1,,,,"Basic Rules v1: 37, Monster Manual: 228"
mm.mummy-lord,Mummy Lord,15,Medium,Undead,,Mummies,lawful evil,"desert, dungeon",17,97,0,lair,legendary,,Monster Manual: 229
toa.mwaxanare,Mwaxanare,0.125,Medium,Humanoid,Human,,lawful neutral,,10,13,0,,,unique,Tomb of Annihilation: 228
mm.myconid-adult,Myconid Adult,0.25,Medium,Plant,,Myconids,lawful neutral,underground,12,22,0,,,,Monster Manual: 232
mm.myconid-sovereign,Myconid Sovereign,2,Large,Plant,,Myconids,lawful neutral,underground,13,60,0,,,,Monster Manual: 232
mm.myconid-sprout,Myconid Sprout,0,Small,Plant,,Myconids,lawful neutral,underground,10,7,0,,,,Monster Manual: 230
mtof.nabassu,Nabassu,15,Medium,Fiend,Demon,Demons,chaotic evil,planar,18,190,2,,,,Mordenkainen's Tome of Foes: 135
tiamat.naergoth-bladelord,Naergoth Bladelord,11,Medium,Undead,,,neutral evil,dungeon,18,135,1,,,,Rise of Tiamat: 90
mtof.nagpa,Nagpa,17,Medium,Humanoid,Nagpa,,neutral evil,,19,187,2,,,,Mordenkainen's Tome of Foes: 215
mm.nalfeshnee,Nalfeshnee,13,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",18,184,0,,,,Monster Manual: 62
abyss.narrak,Narrak,2,Small,Humanoid,Derro,,chaotic evil,,12,40,2,,,unique,Out of the Abyss: 232
mtof.narzugon,Narzugon,13,Medium,Fiend,Devil,Devils,lawful evil,planar,20,112,0,,,,Mordenkainen's Tome of Foes: 167
volo.necromancer,Necromancer,9,Medium,Humanoid,Any Race,NPCs,any,"desert, urban",12,66,2,,,,"Volo's Guide to Monsters: 217, Tales from the Yawning Portal: 241"
mm.needle-blight,Needle Blight,0.5,Medium,Plant,,Blights,neutral evil,"forest, grassland, swamp",12,11,1,,,,Monster Manual: 32
volo.neogi,Neogi,3,Small,Aberration,,Neogi,lawful evil,"grassland, underground",15,33,3,,,,Volo's Guide to Monsters: 180
volo.neogi-hatchling,Neogi Hatchling,0.125,Tiny,Aberration,,Neogi,lawful evil,"grassland, underground",11,7,1,,,,Volo's Guide to Monsters: 179
volo.neogi-master,Neogi Master,4,Medium,Aberration,,Neogi,lawful evil,"grassland, underground",15,71,3,,,,Volo's Guide to Monsters: 180
volo.neothelid,Neothelid,13,Gargantuan,Aberration,,,chaotic evil,underground,16,325,-2,,,,Volo's Guide to Monsters: 181
tftyp.nereid,Nereid,2,Medium,Fey,,,any chaotic,,13,44,3,,,,Tales from the Yawning Portal: 240
tiamat.neronvain,Neronvain,9,Medium,Humanoid,Elf,,neutral evil,,17,117,3,,,,Rise of Tiamat: 91
mm.night-hag,Night Hag,5,Medium,Fiend,,Hags,neutral evil,"planar, underground",17,112,2,,,,Monster Manual: 178
mm.night-hag-coven,Night Hag (coven),7,Medium,Fiend,,Hags,neutral evil,"planar, underground",17,112,2,,,,Monster Manual: 178
mm.nightmare,Nightmare,3,Large,Fiend,,,neutral evil,"planar, swamp",13,68,2,,,,Monster Manual: 235
mtof.nightwalker,Nightwalker,20,Huge,Undead,,,chaotic evil,planar,14,297,4,,,,Mordenkainen's Tome of Foes: 216
volo.nilbog,Nilbog,1,Small,Humanoid,Goblinoid,,chaotic evil,"grassland, underground",13,7,2,,,,Volo's Guide to Monsters: 182
mm.noble,Noble,0.125,Medium,Humanoid,any,NPCs,any,urban,15,9,1,,,,"HotDQ supplement: 13, Monster Manual: 348, Princes of the Apocalypse Online Supplement v1.0: 26"
mm.nothic,Nothic,2,Medium,Aberration,,,neutral evil,"dungeon, ruins, urban",15,45,3,,,,"Basic Rules v1: 37, Monster Manual: 236"
mtof.nupperibo,Nupperibo,0.25,Medium,Fiend,Devil,Devils,lawful evil,planar,13,11,0,,,,Mordenkainen's Tome of Foes: 168
mm.nycaloth,Nycaloth,9,Large,Fiend,Yugoloth,Yugoloths,neutral evil,"dungeon, planar",18,123,0,,,,"Monster Manual: 314, Princes of the Apocalypse Online Supplement v1.0: 27"
mtof.oaken-bolter,Oaken Bolter,5,Medium,Construct,,Clockworks,unaligned,planar,16,58,4,,,,Mordenkainen's Tome of Foes: 126
mtof.oblex-spawn,Oblex Spawn,0.5,Tiny,Ooze,,Oblex,lawful evil,underground,13,18,3,,,,Mordenkainen's Tome of Foes: 217
mm.ochre-jelly,Ochre Jelly,2,Large,Ooze,,Oozes,unaligned,dungeon,8,45,-2,,,,"Basic Rules v1: 38, Monster Manual: 243"
mm.octopus,Octopus,0,Small,Beast,,Misc Creatures,unaligned,aquatic,12,3,2,,,,"Basic Rules v1: 38, Monster Manual: 333"
apoc.ogrmoch,Ogrí€Œ©moch,20,Huge,Elemental,,Princes of Elemental Evil,neutral evil,,20,526,0,lair,legendary,unique,Princes of the Apocalypse: 216
mm.ogre,Ogre,2,Large,Giant,,Ogres,chaotic evil,"dungeon, forest, mountain, swamp",11,59,-1,,,,"Basic Rules v1: 38, HotDQ supplement: 14, Monster Manual: 237"
mtof.ogre-battering-ram,Ogre Battering Ram,4,Large,Giant,,Ogres,chaotic evil,"dungeon, forest, mountain, swamp",14,59,-1,,,,Mordenkainen's Tome of Foes: 220
mtof.ogre-bolt-launcher,Ogre Bolt Launcher,2,Large,Giant,,Ogres,chaotic evil,"dungeon, forest, mountain, swamp",13,59,1,,,,Mordenkainen's Tome of Foes: 220
mtof.ogre-chain-brute,Ogre Chain Brute,3,Large,Giant,,Ogres,chaotic evil,"dungeon, forest, mountain, swamp",11,59,-1,,,,Mordenkainen's Tome of Foes: 221
mtof.ogre-howdah,Ogre Howdah,2,Large,Giant,,Ogres,chaotic evil,"dungeon, forest, mountain, swamp",13,59,-1,,,,Mordenkainen's Tome of Foes: 221
mm.ogre-zombie,Ogre Zombie,2,Large,Undead,,Zombies,neutral evil,"dungeon, forest, mountain, swamp",8,85,-2,,,,Monster Manual: 316
mtof.oinoloth,Oinoloth,12,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,planar,17,126,3,,,,Mordenkainen's Tome of Foes: 251
apoc.olhydra,Olhydra,18,Huge,Elemental,,Princes of Elemental Evil,neutral evil,,18,324,6,lair,legendary,unique,Princes of the Apocalypse: 218
apoc.one-eyed-shiver,One-Eyed Shiver,3,Medium,Humanoid,Human,Crushing Wave Cultists,chaotic evil,"aquatic, cave, coast, grassland, swamp, underground",12,49,2,,,,Princes of the Apocalypse: 207
mm.oni,Oni,7,Large,Giant,,,lawful evil,"dungeon, grassland, ruins, urban",16,110,0,,,,"Monster Manual: 239, Princes of the Apocalypse Online Supplement v1.0: 27"
tftyp.ooze-master,Ooze Master,10,Huge,Undead,,,lawful evil,,9,138,-5,,,unique,Tales from the Yawning Portal: 241
mm.orc,Orc,0.25,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",13,15,1,,,,"Basic Rules v1: 39, HotDQ supplement: 14, Monster Manual: 246"
volo.orc-blade-of-ilneval,Orc Blade of Ilneval,4,Medium,Humanoid,Orc,Orcs,chaotic evil,"forest, grassland, mountain, underground",18,60,0,,,,Volo's Guide to Monsters: 183
volo.orc-claw-of-luthic,Orc Claw of Luthic,2,Medium,Humanoid,Orc,Orcs,chaotic evil,"mountain, underground",14,45,2,,,,Volo's Guide to Monsters: 183
mm.orc-eye-of-gruumsh,Orc Eye of Gruumsh,2,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",16,45,1,,,,"Monster Manual: 247, Princes of the Apocalypse Online Supplement v1.0: 28"
volo.orc-hand-of-yurtrus,Orc Hand of Yurtrus,2,Medium,Humanoid,Orc,Orcs,chaotic evil,"forest, grassland, mountain, underground",12,30,0,,,,Volo's Guide to Monsters: 184
volo.orc-nurtured-one-of-yurtrus,Orc Nurtured One of Yurtrus,0.25,Medium,Humanoid,Orc,Orcs,chaotic evil,"forest, grassland, mountain, underground",9,30,-1,,,,Volo's Guide to Monsters: 184
volo.orc-red-fang-of-shargaas,Orc Red Fang of Shargaas,3,Medium,Humanoid,Orc,Orcs,chaotic evil,"forest, grassland, mountain, underground, urban",15,52,3,,,,Volo's Guide to Monsters: 185
mm.orc-war-chief,Orc War Chief,4,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",16,93,1,,,,Monster Manual: 246
abyss.orcus,Orcus,26,Huge,Fiend,Demon,Demon Lords,chaotic evil,,17,405,2,,legendary,unique,Out of the Abyss: 245
mtof.orcus,Orcus,26,Huge,Fiend,Demon,Demon Lords,chaotic evil,planar,17,405,2,lair,legendary,unique,Mordenkainen's Tome of Foes: 153
apoc.oreioth,Oreioth,2,Medium,Humanoid,Human,Other Villains,chaotic evil,,11,39,1,,,unique,Princes of the Apocalypse: 212
mm.orog,Orog,2,Medium,Humanoid,Orc,Orcs,chaotic evil,"arctic, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, urban",18,42,1,,,,"Monster Manual: 247, Princes of the Apocalypse Online Supplement v1.0: 28"
mtof.orthon,Orthon,10,Large,Fiend,Devil,Devils,lawful evil,planar,17,105,3,,,,Mordenkainen's Tome of Foes: 169
mm.otyugh,Otyugh,5,Large,Aberration,,,neutral,"cave, dungeon, ruins, swamp, underground",14,114,0,,,,"HotDQ supplement: 14, Monster Manual: 248"
mm.owl,Owl,0,Tiny,Beast,,Misc Creatures,unaligned,"forest, urban",11,1,1,,,,"Basic Rules v1: 39, Monster Manual: 333, Player's Handbook: 308"
mm.owlbear,Owlbear,3,Large,Monstrosity,,,unaligned,"forest, mountain",13,59,1,,,,"Basic Rules v1: 39, Monster Manual: 249"
mm.panther,Panther,0.5,Medium,Beast,,Misc Creatures,unaligned,forest,12,13,2,,,,"Basic Rules v1: 39, Monster Manual: 333, Player's Handbook: 308"
mm.pegasus,Pegasus,2,Large,Celestial,,,chaotic good,mountain,12,59,2,,,,"Basic Rules v1: 40, Monster Manual: 250"
mm.pentadrone,Pentadrone,2,Large,Construct,,Modrons,lawful neutral,planar,16,32,2,,,,Monster Manual: 226
mm.peryton,Peryton,2,Large,Monstrosity,,,chaotic evil,mountain,13,33,1,,,,"HotDQ supplement: 15, Monster Manual: 251, Princes of the Apocalypse Online Supplement v1.0: 28"
strahd.phantom-warrior,Phantom Warrior,3,Medium,Undead,,,any,,16,45,0,,,,Curse of Strahd: 235
hoard.pharblex-spattergoo,Pharblex Spattergoo,3,Medium,Humanoid,Bullywug,,chaotic evil,,15,59,1,,,unique,Hoard of the Dragon Queen: 91
mm.phase-spider,Phase Spider,3,Large,Monstrosity,,Misc Creatures,unaligned,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",13,32,2,,,,"Basic Rules v1: 40, Monster Manual: 334"
mtof.phoenix,Phoenix,16,Gargantuan,Elemental,,Elder Elementals,neutral,planar,18,175,8,,legendary,,Mordenkainen's Tome of Foes: 199
strahd.pidlewick-ii,Pidlewick II,0.5,Small,Construct,,,neutral evil,,14,10,2,,,unique,Curse of Strahd: 236
mm.piercer,Piercer,0.25,Medium,Monstrosity,,,unaligned,"cave, underground",15,22,1,,,,"Monster Manual: 252, Princes of the Apocalypse Online Supplement v1.0: 28"
mm.pit-fiend,Pit Fiend,20,Large,Fiend,Devil,Devils,lawful evil,"dungeon, planar",19,300,2,,,,Monster Manual: 77
mm.pixie,Pixie,0.5,Tiny,Fey,,,neutral good,"coast, forest, grassland, swamp",15,1,5,,,,Monster Manual: 253
mm.planetar,Planetar,16,Large,Celestial,,Angels,lawful good,planar,19,200,5,,,,Monster Manual: 17
mm.plesiosaurus,Plesiosaurus,2,Large,Beast,,Dinosaurs,unaligned,aquatic,13,68,2,,,,"Basic Rules v1: 40, Monster Manual: 80"
mm.poisonous-snake,Poisonous Snake,0.125,Tiny,Beast,,Misc Creatures,unaligned,"desert, forest, grassland, swamp",13,2,3,,,,"Basic Rules v1: 40, Monster Manual: 334, Player's Handbook: 308"
mm.polar-bear,Polar Bear,2,Large,Beast,,Misc Creatures,unaligned,"arctic, cave",12,42,0,,,,"Basic Rules v1: 41, Monster Manual: 334"
mm.poltergeist,Poltergeist,2,Medium,Undead,,Specter,chaotic evil,"dungeon, ruins, urban",12,22,2,,,,Monster Manual: 279
mm.pony,Pony,0.125,Medium,Beast,,Misc Creatures,unaligned,grassland,10,11,0,,,,"Basic Rules v1: 41, Monster Manual: 335"
mm.priest,Priest,2,Medium,Humanoid,any,NPCs,any,urban,13,27,0,,,,"Basic Rules v1: 55, HotDQ supplement: 15, Monster Manual: 348"
mm.pseudodragon,Pseudodragon,0.5,Tiny,Dragon,,,neutral good,urban,13,7,2,,,,"Monster Manual: 254, Player's Handbook: 308"
toa.pterafolk,Pterafolk,1,Large,Monstrosity,,,neutral evil,,12,26,1,,,,Tomb of Annihilation: 229
mm.pteranodon,Pteranodon,0.5,Medium,Beast,,Dinosaurs,unaligned,mountain,13,13,2,,,,"Basic Rules v1: 41, Monster Manual: 80"
mm.purple-worm,Purple Worm,15,Gargantuan,Monstrosity,,,unaligned,underground,18,247,-2,,,,"Monster Manual: 255, Princes of the Apocalypse Online Supplement v1.0: 29"
sking.purple-wormling,Purple Wormling,2,Large,Monstrosity,,,unaligned,,12,42,-2,,,,Storm King's Thunder: 242
mm.quadrone,Quadrone,1,Medium,Construct,,Modrons,lawful neutral,planar,16,22,2,,,,Monster Manual: 226
mm.quaggoth,Quaggoth,2,Medium,Humanoid,Quaggoth,Quaggoth,chaotic neutral,"dungeon, urban",13,45,1,,,,Monster Manual: 256
mm.quaggoth-spore-servant,Quaggoth Spore Servant,1,Medium,Plant,,Myconids,unaligned,underground,13,45,1,,,,Monster Manual: 230
mm.quaggoth-thonot,Quaggoth Thonot,3,Medium,Humanoid,Quaggoth,Quaggoth,chaotic neutral,"dungeon, urban",13,45,1,,,,Monster Manual: 256
mm.quasit,Quasit,1,Tiny,Fiend,"Demon, Shapechanger",Demons,chaotic evil,"dungeon, planar",13,7,3,,,,"Monster Manual: 63, Player's Handbook: 309"
volo.quetzalcoatlus,Quetzalcoatlus,2,Huge,Beast,,Dinosaurs,unaligned,"coast, grassland, mountain",13,30,1,,,,"Volo's Guide to Monsters: 140, Tomb of Annihilation: 230"
volo.quickling,Quickling,1,Tiny,Fey,,,chaotic evil,forest,16,10,6,,,,Volo's Guide to Monsters: 187
mm.quipper,Quipper,0,Tiny,Beast,,Misc Creatures,unaligned,aquatic,13,1,3,,,,"Basic Rules v1: 41, Monster Manual: 335"
strahd.rahadin,Rahadin,10,Medium,Humanoid,Elf,,lawful evil,,18,135,6,,,unique,Curse of Strahd: 237
mm.rakshasa,Rakshasa,13,Medium,Fiend,,,lawful evil,"planar, urban",16,110,3,,,,Monster Manual: 257
toa.ras-nsi,Ras Nsi,7,Medium,Monstrosity,"Shapechanger, Yuan-ti",,neutral evil,,15,127,3,,,unique,Tomb of Annihilation: 230
mm.rat,Rat,0,Tiny,Beast,,Misc Creatures,unaligned,"arctic, cave, coast, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",10,1,0,,,,"Basic Rules v1: 41, Monster Manual: 335, Player's Handbook: 309"
hoard.rath-modar,Rath Modar,6,Medium,Humanoid,Human,,lawful evil,,13,71,3,,,unique,"Hoard of the Dragon Queen: 92, Rise of Tiamat: 91"
mm.raven,Raven,0,Tiny,Beast,,Misc Creatures,unaligned,"forest, grassland",12,1,2,,,,"Basic Rules v1: 42, Monster Manual: 335, Player's Handbook: 309"
apoc.razerblast,Razerblast,5,Medium,Humanoid,Human,Eternal Flame Cultists,chaotic evil,"cave, desert, dungeon, forest, grassland, mountain, ruins, underground",17,112,0,,,,Princes of the Apocalypse: 201
mtof.red-abishai,Red Abishai,19,Medium,Fiend,Devil,Devils,lawful evil,planar,22,255,3,,,,Mordenkainen's Tome of Foes: 162
mm.red-dragon-wyrmling,Red Dragon Wyrmling,4,Medium,Dragon,,Dragons,chaotic evil,mountain,17,75,0,,,,Monster Manual: 98
mm.red-slaad,Red Slaad,5,Large,Aberration,,Slaadi,chaotic neutral,planar,14,93,1,,,,Monster Manual: 276
volo.redcap,Redcap,3,Small,Fey,,,chaotic evil,"forest, grassland, swamp",13,45,1,,,,Volo's Guide to Monsters: 188
mm.reef-shark,Reef Shark,0.25,Medium,Beast,,Misc Creatures,unaligned,aquatic,12,22,1,,,,"Basic Rules v1: 42, Monster Manual: 336, Player's Handbook: 309"
mm.remorhaz,Remorhaz,11,Huge,Monstrosity,,Remorhazes,unaligned,arctic,17,195,1,,,,Monster Manual: 258
mtof.retriever,Retriever,14,Large,Construct,,,lawful evil,underground,19,210,3,,,,Mordenkainen's Tome of Foes: 222
mm.revenant,Revenant,5,Medium,Undead,,,neutral,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",13,136,2,,,,"Monster Manual: 259, Princes of the Apocalypse Online Supplement v1.0: 29"
hoard.rezmir,Rezmir,7,Medium,Humanoid,Half-black dragon,,neutral evil,,13,90,3,,,unique,Hoard of the Dragon Queen: 93
mm.rhinoceros,Rhinoceros,2,Large,Beast,,Misc Creatures,unaligned,grassland,11,45,-1,,,,"Basic Rules v1: 42, Monster Manual: 336"
strahd.rictavio,Rictavio,5,Medium,Humanoid,Human,,lawful good,,12,77,1,,,unique,Curse of Strahd: 238
mm.riding-horse,Riding Horse,0.5,Large,Beast,,Misc Creatures,unaligned,urban,10,13,0,,,,"Basic Rules v1: 42, Monster Manual: 336, Player's Handbook: 310"
mm.roc,Roc,11,Gargantuan,Monstrosity,,,unaligned,"coast, desert, mountain",15,248,0,,,,Monster Manual: 260
mm.roper,Roper,5,Large,Monstrosity,,,neutral evil,"cave, underground",20,93,-1,,,,"HotDQ supplement: 15, Monster Manual: 261, Princes of the Apocalypse Online Supplement v1.0: 30"
mtof.rot-troll,Rot Troll,9,Large,Giant,,Trolls,chaotic evil,"dungeon, forest, mountain, ruins, swamp",16,138,1,,,,Mordenkainen's Tome of Foes: 244
volo.rothe,Rothe,0.5,Medium,Beast,,,unaligned,"grassland, underground",10,13,0,,,,Volo's Guide to Monsters: 208
mm.rug-of-smothering,Rug of Smothering,2,Large,Construct,,Animated Objects,unaligned,"dungeon, ruins, urban",12,33,2,,,,"HotDQ supplement: 16, Monster Manual: 20"
mm.rust-monster,Rust Monster,0.25,Medium,Monstrosity,,,unaligned,"dungeon, underground",14,27,1,,,,"Monster Manual: 262, Princes of the Apocalypse Online Supplement v1.0: 30"
mtof.rutterkin,Rutterkin,2,Medium,Fiend,Demon,Demons,chaotic evil,planar,12,37,2,,,,Mordenkainen's Tome of Foes: 136
mm.saber-toothed-tiger,Saber-Toothed Tiger,2,Large,Beast,,Misc Creatures,unaligned,"forest, grassland",12,52,2,,,,"Basic Rules v1: 43, Monster Manual: 336"
mtof.sacred-statue,Sacred Statue,0,Large,Construct,,,any,"dungeon, ruins",19,95,-1,,,,Mordenkainen's Tome of Foes: 194
apoc.sacred-stone-monk,Sacred Stone Monk,0.25,Medium,Humanoid,Human,Black Earth Cultists,lawful evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground",14,22,2,,,,Princes of the Apocalypse: 196
mm.sahuagin,Sahuagin,0.25,Medium,Humanoid,Sahuagin,Sahuagin,lawful evil,"aquatic, coast",12,22,0,,,,Monster Manual: 263
mm.sahuagin-baron,Sahuagin Baron,5,Large,Humanoid,Sahuagin,Sahuagin,lawful evil,"aquatic, coast",16,76,2,,,,Monster Manual: 264
mm.sahuagin-priestess,Sahuagin Priestess,2,Medium,Humanoid,Sahuagin,Sahuagin,lawful evil,"aquatic, coast",12,33,0,,,,Monster Manual: 264
